temps;vitesse
248;0.21666968603173847
249;0.20609016135237673
250;0.20559597304424782
251;0.2352545661651832
252;0.23580831967826785
253;0.21541380211851602
254;0.2240419801126861
255;0.222918180875212
256;0.222918180875212
257;0.2319038277073582
258;0.22180280579073788
259;0.22160123425706912
260;0.2412262444341634
261;0.24002756655053198
262;0.22882209488636707
263;0.2378284102203201
264;0.24773674221416206
265;0.23753889637291867
266;0.2562003501295016
267;0.25544566124235574
268;0.2443602711506079
269;0.2642510026784953
270;0.27345291539276073
271;0.26154154348005076
272;0.27071865240177423
273;0.259405959973723
274;0.259405959973723
275;0.2769387345289279
276;0.2858734919181376
277;0.28396556094726877
278;0.29425444033258424
279;0.2923109275392159
280;0.2816202302437083
281;0.2786591208003557
282;0.2873341972000685
283;0.28695664392914244
284;0.28514432989940725
285;0.29462769070564426
286;0.28504475114353167
287;0.3025541274357064
288;0.3110268019872378
289;0.2796441925217691
290;0.296910462827415
291;0.3155755737309313
292;0.2954451288233936
293;0.29369883985111084
294;0.31093566845522735
295;0.2990277561647108
296;0.3172934776306726
297;0.30726390997961284
298;0.28763889980251856
299;0.29439841905997993
300;0.31046979071580766
301;0.30896834236057985
302;0.3071347991575985
303;0.33142505790255794
304;0.31229130338078975
305;0.3206420912518508
306;0.3199695863055007
307;0.308450505721209
308;0.3230022559289241
309;0.3217989907649819
310;0.31308634567415194
311;0.3361487822750705
312;0.35108888279863865
313;0.3384273926525907
314;0.3368465599468467
315;0.33496306844540114
316;0.32650118370343995
317;0.339778241026287
318;0.3466632629277727
319;0.3352754018500593
320;0.33312317250810103
321;0.34798045292319857
322;0.3397209118621466
323;0.3448776906514237
324;0.35881040017592364
325;0.34836896045110083
326;0.35335994507359986
327;0.3680262688726035
328;0.35119420532043
329;0.3554992984160279
330;0.3622210133188524
331;0.36770075395032403
332;0.37085169275237534
333;0.36963651906078243
334;0.36147181951144086
335;0.3941816027938007
336;0.3936387896130647
337;0.390529926967831
338;0.3805311085825444
339;0.3851561016912019
340;0.37755622411713685
341;0.3717178215493056
342;0.3845876504169748
343;0.38996688341048613
344;0.4030387372272647
345;0.4073985966057478
346;0.3836449336837672
347;0.3990009992158696
348;0.411011671306265
349;0.38122587513303413
350;0.37824763491968855
351;0.38271168121326465
352;0.3901028798570653
353;0.38840348333529445
354;0.41278326530522785
355;0.39694974273228933
356;0.395135243051521
357;0.4117524371612199
358;0.41759275939765256
359;0.4177524132351629
360;0.42439295325568366
361;0.41453274758581293
362;0.4313188651008514
363;0.4297118049640075
364;0.42279371149636724
365;0.4191763504222161
366;0.4220170531558322
367;0.4129392044628501
368;0.42717360514310826
369;0.43993466955000315
370;0.4281513389703908
371;0.4390383140463713
372;0.4447076054955774
373;0.4215087160245048
374;0.4365720425299255
375;0.43871000558769757
376;0.4399462070013526
377;0.44244276988794345
378;0.45405170458254246
379;0.4408220718517713
380;0.4481677545496066
381;0.447153523259126
382;0.4521037905540802
383;0.4518242946827663
384;0.45705522239968616
385;0.44034310833362933
386;0.45482573865439074
387;0.4762161718306143
388;0.48121744246250797
389;0.4844167100083613
390;0.48168865716090675
391;0.4773929593004052
392;0.4819562150645929
393;0.4950831420747329
394;0.5038308729785489
395;0.48323921723559043
396;0.48153449385666597
397;0.4668320916233354
398;0.48594455970340344
399;0.49818791401006396
400;0.47601278831958244
401;0.4868164104093057
402;0.4947692299860013
403;0.48588422902629
404;0.508205294066336
405;0.525402024804196
406;0.50672794196171
407;0.4956407924943794
408;0.5025562271650974
409;0.48109765730895965
410;0.5000635872937892
411;0.5132840339685756
412;0.5057665217144769
413;0.5081396680990065
414;0.5102626251063773
415;0.494175805565638
416;0.5102453301654887
417;0.5222599290074934
418;0.5159585115236797
419;0.5115524959795529
420;0.5109705489825482
421;0.4995681543030294
422;0.5239863483711705
423;0.532734825909475
424;0.5180861575211296
425;0.5205142205126738
426;0.519160360197855
427;0.5086432506051207
428;0.5219748773259202
429;0.5359982238209609
430;0.5251215677058093
431;0.5276132051436483
432;0.5257720959481818
433;0.5163308255702512
434;0.533236107860266
435;0.5475268374591108
436;0.5315416537618848
437;0.5369325597744949
438;0.5372508402384074
439;0.5255344555829528
440;0.541927055756813
441;0.5548024080287647
442;0.5443587727463455
443;0.5396235513142538
444;0.5486688313960989
445;0.5288826625892584
446;0.5430385470557738
447;0.55902048785306
448;0.5476961730646185
449;0.55121068001838
450;0.5503876421136936
451;0.5322727773384714
452;0.5526050102395345
453;0.5612703298948206
454;0.5363418674791338
455;0.5289119989931144
