temps;distance
360;75.9717125699865
361;75.11047480482982
362;74.54275098493423
363;73.98009450925957
364;73.70064537128788
365;73.4343593302413
366;73.4343593302413
367;72.59518263387557
368;72.33355180161911
369;72.07301189683938
370;71.8251437086447
371;71.27491407716619
372;71.27491407716619
373;70.75232317666304
374;70.22288021473204
375;69.97108241769348
376;69.45946336908032
377;68.93011319568129
378;68.93011319568129
379;68.44898721495323
380;68.1935620486459
381;67.69671236779283
382;66.92197720635845
383;66.68356123085218
384;66.68356123085218
385;65.45402008888533
386;65.4746469897533
387;64.9897737329689
388;64.75901670868834
389;64.28003539912956
390;64.28003539912956
391;63.57886486439869
392;63.08981136742726
393;62.61469618136209
394;62.14352092428581
395;61.69541664528446
396;61.69541664528446
397;60.80967459978345
398;60.353269060348424
404;58.71776217410935
405;58.27810268338762
411;55.60993381102287
412;54.97570713814874
413;54.790992130147174
419;51.55684626906423
420;51.55684626906423
421;51.3913839198885
422;50.25013272729472
423;49.69272746056912
424;49.134036175702555
425;48.782087554614954
426;48.782087554614954
427;47.36298036438692
428;47.196356754601084
429;47.05139665977286
430;46.71376662330383
431;46.56320937842218
432;46.56320937842218
433;45.553360976061164
434;44.38017488164266
435;44.229956240927734
436;43.4145305863945
437;43.114058139586575
438;43.114058139586575
439;42.336328735667244
440;41.73814343682093
441;41.44186773761665
442;40.830568595068556
443;40.21529505625481
444;40.21529505625481
445;39.33692037629811
446;38.915559448628414
447;38.18202002491956
448;37.748729027097845
449;37.471489858101094
450;37.471489858101094
451;36.247504911665715
452;35.85938592623987
453;35.17966544518724
454;34.780015280663335
455;34.26309488022975
456;34.26309488022975
457;33.2425100966097
458;32.74368687022438
459;32.24581074670364
460;31.887042472342284
461;31.39441669401581
462;31.39441669401581
463;30.316194285885622
464;29.850946822232522
465;29.274494408242788
466;28.697333159047467
467;28.250165920304813
468;28.250165920304813
469;27.251408203901413
470;26.597932435862734
471;26.297699181516183
472;25.545824766856242
473;25.13281960865403
474;25.13281960865403
475;24.111641822422584
476;23.609264848780704
477;23.117200910517123
478;22.42883604905868
479;22.05188798357431
480;22.05188798357431
481;20.82597250996624
482;20.369417753970062
483;19.730496938398282
484;19.476564601405407
485;18.765139163582727
486;18.765139163582727
487;17.560008619996612
488;17.227566473541046
489;16.56023092586279
490;16.07984554675826
491;15.451571757668749
492;15.451571757668749
493;14.428049541844786
494;13.895162375033236
495;13.287890523788946
496;12.694385074765744
497;12.266471100672735
498;12.266471100672735
499;11.131444595325704
500;10.5883968705696
501;10.117611442933999
502;9.447509550801716
503;8.858962479183305
504;8.72702384689526
505;7.65693780154592
506;7.167674415211756
507;6.565774839540286
508;6.092237485921093
509;5.448283588464423
510;5.448283588464423
511;4.4973548205346265
512;3.890041070237749
513;3.2991872459670786
514;2.6632590080822656
515;2.2024705101967648
516;2.2024705101967648
517;1.0528975944720018
518;0.7236154475711274
519;0.4449815457591514
520;0.27076179223171837
